portfolio,trade id,product,side,created at,date,time,yyyy,mm,dd,hh,mm2,ss,ms,datobj,timeobs,datetimeobj,timestamp,size,size unit,price,fee,total,price/fee/total unit,accttime,
default,,ETH-USD,BUY,2019-09-02T22:00:57.769Z,9/2/2019,22:00:57.779Z,2019,9,2,22,0,57.779,779,9/2/2019,10:00:58 PM,9/2/2019 22:00,1567461658,0.05560235,ETH,179.4,0.024937654,-9.999999244,USD,2019-09-02T22:00:57.779Z,TRUE
default,,ETH-BTC,SELL,2019-09-02T22:00:57.975Z,9/2/2019,22:00:57.984Z,2019,9,2,22,0,57.984,984,9/2/2019,10:00:58 PM,9/2/2019 22:00,1567461658,0.05560235,ETH,0.01723,2.40E-06,0.000955633,BTC,2019-09-02T22:00:57.984Z,TRUE
default,,BTC-USD,SELL,2019-09-02T22:33:54.908Z,9/2/2019,22:33:54.921Z,2019,9,2,22,33,54.921,921,9/2/2019,10:33:55 PM,9/2/2019 22:33,1567463635,0.0038272,BTC,10436.79,0.099859207,39.84382348,USD,2019-09-02T22:33:54.921Z,TRUE
default,,BTC-USD,BUY,2019-09-09T02:55:37.247Z,9/9/2019,02:55:37.259Z,2019,9,9,2,55,37.259,259,9/9/2019,2:55:37 AM,9/9/2019 2:55,1567997737,0.00101117,BTC,10340.85,0.015684536,-10.47204183,USD,2019-09-09T02:55:37.259Z,TRUE
default,,BTC-USD,BUY,2019-09-09T02:55:45.865Z,9/9/2019,02:55:45.876Z,2019,9,9,2,55,45.876,876,9/9/2019,2:55:46 AM,9/9/2019 2:55,1567997746,0.00005257,BTC,10340.85,0.000815428,-0.544433912,USD,2019-09-09T02:55:45.876Z,TRUE
default,,BTC-USD,BUY,2019-09-09T02:58:51.774Z,9/9/2019,02:58:51.791Z,2019,9,9,2,58,51.791,791,9/9/2019,2:58:52 AM,9/9/2019 2:58,1567997932,0.00106468,BTC,10331.7,0.016499932,-11.01645429,USD,2019-09-09T02:58:51.791Z,TRUE
default,,BTC-USD,BUY,2019-09-09T02:59:04.511Z,9/9/2019,02:59:04.526Z,2019,9,9,2,59,4.526,526,9/9/2019,2:59:05 AM,9/9/2019 2:59,1567997945,0.00106485,BTC,10330.08,0.016499979,-11.01648567,USD,2019-09-09T02:59:04.526Z,TRUE
default,,BTC-USD,BUY,2019-09-09T03:00:51.435Z,9/9/2019,03:00:51.447Z,2019,9,9,3,0,51.447,447,9/9/2019,3:00:51 AM,9/9/2019 3:00,1567998051,0.00106539,BTC,10324.78,0.016499876,-11.01641724,USD,2019-09-09T03:00:51.447Z,TRUE
default,,BTC-USD,BUY,2019-09-09T03:03:16.592Z,9/9/2019,03:03:16.604Z,2019,9,9,3,3,16.604,604,9/9/2019,3:03:17 AM,9/9/2019 3:03,1567998197,0.00106503,BTC,10328.34,0.016499988,-11.01649194,USD,2019-09-09T03:03:16.604Z,TRUE
default,,BTC-USD,SELL,2019-09-09T03:03:43.022Z,9/9/2019,03:03:43.033Z,2019,9,9,3,3,43.033,33,9/9/2019,3:03:43 AM,9/9/2019 3:03,1567998223,0.001,BTC,10328.34,0.02582085,10.30251915,USD,2019-09-09T03:03:43.033Z,TRUE
default,,BTC-USD,SELL,2019-09-09T03:05:42.061Z,9/9/2019,03:05:42.075Z,2019,9,9,3,5,42.075,75,9/9/2019,3:05:42 AM,9/9/2019 3:05,1567998342,0.001,BTC,10328.35,0.015492525,10.31285748,USD,2019-09-09T03:05:42.075Z,TRUE
default,,BTC-USD,SELL,2019-09-09T03:06:13.547Z,9/9/2019,03:06:13.564Z,2019,9,9,3,6,13.564,564,9/9/2019,3:06:14 AM,9/9/2019 3:06,1567998374,0.001,BTC,10334.6,0.0155019,10.3190981,USD,2019-09-09T03:06:13.564Z,TRUE
default,,BTC-USD,SELL,2019-09-09T03:06:33.236Z,9/9/2019,03:06:33.249Z,2019,9,9,3,6,33.249,249,9/9/2019,3:06:33 AM,9/9/2019 3:06,1567998393,0.001,BTC,10334.94,0.01550241,10.31943759,USD,2019-09-09T03:06:33.249Z,TRUE
default,,BTC-USD,SELL,2019-09-09T03:17:39.453Z,9/9/2019,03:17:39.467Z,2019,9,9,3,17,39.467,467,9/9/2019,3:17:39 AM,9/9/2019 3:17,1567999059,0.001,BTC,10331.17,0.015496755,10.31567325,USD,2019-09-09T03:17:39.467Z,TRUE
default,,BTC-USD,BUY,2019-09-09T03:59:55.092Z,9/9/2019,03:59:55.104Z,2019,9,9,3,59,55.104,104,9/9/2019,3:59:55 AM,9/9/2019 3:59,1568001595,0.00106701,BTC,10309.12,0.016499901,-11.01643403,USD,2019-09-09T03:59:55.104Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:02:28.936Z,9/10/2019,03:02:28.946Z,2019,9,10,3,2,28.946,946,9/10/2019,3:02:29 AM,9/10/2019 3:02,1568084549,0.06560962,ETH,182.9,0.029999999,-12.0299995,USD,2019-09-10T03:02:28.946Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:02:44.346Z,9/10/2019,03:02:44.357Z,2019,9,10,3,2,44.357,357,9/10/2019,3:02:44 AM,9/10/2019 3:02,1568084564,0.06560962,ETH,182.9,0.029999999,-12.0299995,USD,2019-09-10T03:02:44.357Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:03:26.073Z,9/10/2019,03:03:26.082Z,2019,9,10,3,3,26.082,82,9/10/2019,3:03:26 AM,9/10/2019 3:03,1568084606,0.06557018,ETH,183.01,0.029999997,-12.02999864,USD,2019-09-10T03:03:26.082Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:07:39.955Z,9/10/2019,03:07:39.964Z,2019,9,10,3,7,39.964,964,9/10/2019,3:07:40 AM,9/10/2019 3:07,1568084860,0.06557018,ETH,183.01,0.029999997,-12.02999864,USD,2019-09-10T03:07:39.964Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:07:48.851Z,9/10/2019,03:07:48.859Z,2019,9,10,3,7,48.859,859,9/10/2019,3:07:49 AM,9/10/2019 3:07,1568084869,0.06557018,ETH,183.01,0.029999997,-12.02999864,USD,2019-09-10T03:07:48.859Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:10:34.682Z,9/10/2019,03:10:34.690Z,2019,9,10,3,10,34.69,690,9/10/2019,3:10:35 AM,9/10/2019 3:10,1568085035,0.06549503,ETH,183.22,0.029999998,-12.0299994,USD,2019-09-10T03:10:34.690Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:10:45.926Z,9/10/2019,03:10:45.934Z,2019,9,10,3,10,45.934,934,9/10/2019,3:10:46 AM,9/10/2019 3:10,1568085046,0.06549503,ETH,183.22,0.029999998,-12.0299994,USD,2019-09-10T03:10:45.934Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:11:50.638Z,9/10/2019,03:11:50.648Z,2019,9,10,3,11,50.648,648,9/10/2019,3:11:51 AM,9/10/2019 3:11,1568085111,0.06552006,ETH,183.15,0.029999997,-12.02999899,USD,2019-09-10T03:11:50.648Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:12:15.176Z,9/10/2019,03:12:15.186Z,2019,9,10,3,12,15.186,186,9/10/2019,3:12:15 AM,9/10/2019 3:12,1568085135,0.06552006,ETH,183.15,0.029999997,-12.02999899,USD,2019-09-10T03:12:15.186Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:13:29.062Z,9/10/2019,03:13:29.071Z,2019,9,10,3,13,29.071,71,9/10/2019,3:13:29 AM,9/10/2019 3:13,1568085209,0.06553795,ETH,183.1,0.029999997,-12.02999864,USD,2019-09-10T03:13:29.071Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:14:15.603Z,9/10/2019,03:14:15.611Z,2019,9,10,3,14,15.611,611,9/10/2019,3:14:16 AM,9/10/2019 3:14,1568085256,0.06554153,ETH,183.09,0.029999997,-12.02999872,USD,2019-09-10T03:14:15.611Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:15:02.214Z,9/10/2019,03:15:02.222Z,2019,9,10,3,15,2.222,222,9/10/2019,3:15:02 AM,9/10/2019 3:15,1568085302,0.06553795,ETH,183.1,0.029999997,-12.02999864,USD,2019-09-10T03:15:02.222Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:16:19.750Z,9/10/2019,03:16:19.759Z,2019,9,10,3,16,19.759,759,9/10/2019,3:16:20 AM,9/10/2019 3:16,1568085380,0.06561321,ETH,182.89,0.03,-12.02999998,USD,2019-09-10T03:16:19.759Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:17:41.490Z,9/10/2019,03:17:41.499Z,2019,9,10,3,17,41.499,499,9/10/2019,3:17:41 AM,9/10/2019 3:17,1568085461,0.06563115,ETH,182.84,0.029999999,-12.02999946,USD,2019-09-10T03:17:41.499Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:21:07.595Z,9/10/2019,03:21:07.607Z,2019,9,10,3,21,7.607,607,9/10/2019,3:21:08 AM,9/10/2019 3:21,1568085668,0.06558069,ETH,182.85,0.017987144,-12.00941631,USD,2019-09-10T03:21:07.607Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:21:07.602Z,9/10/2019,03:21:07.613Z,2019,9,10,3,21,7.613,613,9/10/2019,3:21:08 AM,9/10/2019 3:21,1568085668,0.00004687,ETH,182.85,1.29E-05,-0.008583035,USD,2019-09-10T03:21:07.613Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:35:49.258Z,9/10/2019,03:35:49.265Z,2019,9,10,3,35,49.265,265,9/10/2019,3:35:49 AM,9/10/2019 3:35,1568086549,0.06028883,ETH,182,0.027431418,-10.99999848,USD,2019-09-10T03:35:49.265Z,TRUE
default,,ETH-BTC,SELL,2019-09-10T03:35:49.501Z,9/10/2019,03:35:49.506Z,2019,9,10,3,35,49.506,506,9/10/2019,3:35:50 AM,9/10/2019 3:35,1568086550,0.06028883,ETH,0.01769,2.67E-06,0.001063843,BTC,2019-09-10T03:35:49.506Z,TRUE
default,,BTC-USD,SELL,2019-09-10T03:35:49.752Z,9/10/2019,03:35:49.764Z,2019,9,10,3,35,49.764,764,9/10/2019,3:35:50 AM,9/10/2019 3:35,1568086550,0.0010665,BTC,10284.28,0.027420462,10.94076416,USD,2019-09-10T03:35:49.764Z,TRUE
default,,ETH-USD,BUY,2019-09-10T03:46:31.954Z,9/10/2019,03:46:31.963Z,2019,9,10,3,46,31.963,963,9/10/2019,3:46:32 AM,9/10/2019 3:46,1568087192,0.06025573,ETH,182.1,0.027431421,-10.99999985,USD,2019-09-10T03:46:31.963Z,TRUE
default,,BTC-USD,BUY,2019-09-10T03:55:37.630Z,9/10/2019,03:55:37.643Z,2019,9,10,3,55,37.643,643,9/10/2019,3:55:38 AM,9/10/2019 3:55,1568087738,0.00106753,BTC,10304.1,0.016499904,-11.01643578,USD,2019-09-10T03:55:37.643Z,TRUE
default,,BTC-USD,BUY,2019-09-10T03:59:17.021Z,9/10/2019,03:59:17.033Z,2019,9,10,3,59,17.033,33,9/10/2019,3:59:17 AM,9/10/2019 3:59,1568087957,0.00106529,BTC,10300.02,0.027431271,-10.99993958,USD,2019-09-10T03:59:17.033Z,TRUE
default,,BTC-USD,BUY,2019-09-10T04:00:21.580Z,9/10/2019,04:00:21.590Z,2019,9,10,4,0,21.59,590,9/10/2019,4:00:22 AM,9/10/2019 4:00,1568088022,0.00106525,BTC,10300.41,0.027431279,-10.99994303,USD,2019-09-10T04:00:21.590Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:36.105Z,9/15/2019,19:03:36.111Z,2019,9,15,19,3,36.111,111,9/15/2019,7:03:36 PM,9/15/2019 19:03,1568574216,6.21,LINK,1.60559,0.024926785,-9.995640685,USD,2019-09-15T19:03:36.111Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:36.440Z,9/15/2019,19:03:36.446Z,2019,9,15,19,3,36.446,446,9/15/2019,7:03:36 PM,9/15/2019 19:03,1568574216,6.21,LINK,0.00847181,0.000131525,0.052478415,ETH,2019-09-15T19:03:36.446Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:36.728Z,9/15/2019,19:03:36.735Z,2019,9,15,19,3,36.735,735,9/15/2019,7:03:37 PM,9/15/2019 19:03,1568574217,0.05260994,ETH,188.64,0.024810848,9.899528234,USD,2019-09-15T19:03:36.735Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:37.779Z,9/15/2019,19:03:37.788Z,2019,9,15,19,3,37.788,788,9/15/2019,7:03:38 PM,9/15/2019 19:03,1568574218,6.19,LINK,1.60899,0.02489912,-9.98454722,USD,2019-09-15T19:03:37.788Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:37.989Z,9/15/2019,19:03:37.996Z,2019,9,15,19,3,37.996,996,9/15/2019,7:03:38 PM,9/15/2019 19:03,1568574218,6.19,LINK,0.00846351,0.000130973,0.052258154,ETH,2019-09-15T19:03:37.996Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:38.284Z,9/15/2019,19:03:38.293Z,2019,9,15,19,3,38.293,293,9/15/2019,7:03:38 PM,9/15/2019 19:03,1568574218,0.05238912,ETH,188.64,0.024706709,9.857976888,USD,2019-09-15T19:03:38.293Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:38.742Z,9/15/2019,19:03:38.749Z,2019,9,15,19,3,38.749,749,9/15/2019,7:03:39 PM,9/15/2019 19:03,1568574219,6.2,LINK,1.60882,0.02493671,-9.99962071,USD,2019-09-15T19:03:38.749Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:39.069Z,9/15/2019,19:03:39.075Z,2019,9,15,19,3,39.075,75,9/15/2019,7:03:39 PM,9/15/2019 19:03,1568574219,6.2,LINK,0.0084637,0.000131187,0.052343753,ETH,2019-09-15T19:03:39.075Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:39.460Z,9/15/2019,19:03:39.467Z,2019,9,15,19,3,39.467,467,9/15/2019,7:03:39 PM,9/15/2019 19:03,1568574219,0.05247494,ETH,188.64,0.024747182,9.8741255,USD,2019-09-15T19:03:39.467Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:39.979Z,9/15/2019,19:03:39.985Z,2019,9,15,19,3,39.985,985,9/15/2019,7:03:40 PM,9/15/2019 19:03,1568574220,6.19,LINK,1.60898,0.024898966,-9.984485166,USD,2019-09-15T19:03:39.985Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:42.334Z,9/15/2019,19:03:42.341Z,2019,9,15,19,3,42.341,341,9/15/2019,7:03:42 PM,9/15/2019 19:03,1568574222,6.19,LINK,0.0084641,0.000130982,0.052261797,ETH,2019-09-15T19:03:42.341Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:43.014Z,9/15/2019,19:03:43.022Z,2019,9,15,19,3,43.022,22,9/15/2019,7:03:43 PM,9/15/2019 19:03,1568574223,0.05239277,ETH,188.64,0.02470843,9.858663702,USD,2019-09-15T19:03:43.022Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:43.666Z,9/15/2019,19:03:43.674Z,2019,9,15,19,3,43.674,674,9/15/2019,7:03:44 PM,9/15/2019 19:03,1568574224,6.2,LINK,1.60845,0.024930975,-9.997320975,USD,2019-09-15T19:03:43.674Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:43.955Z,9/15/2019,19:03:43.961Z,2019,9,15,19,3,43.961,961,9/15/2019,7:03:44 PM,9/15/2019 19:03,1568574224,6.2,LINK,0.0084643,0.000131197,0.052347463,ETH,2019-09-15T19:03:43.961Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:44.469Z,9/15/2019,19:03:44.477Z,2019,9,15,19,3,44.477,477,9/15/2019,7:03:44 PM,9/15/2019 19:03,1568574224,0.05247866,ETH,188.64,0.024748936,9.874825486,USD,2019-09-15T19:03:44.477Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:44.865Z,9/15/2019,19:03:44.871Z,2019,9,15,19,3,44.871,871,9/15/2019,7:03:45 PM,9/15/2019 19:03,1568574225,6.2,LINK,1.60853,0.024932215,-9.997818215,USD,2019-09-15T19:03:44.871Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:45.248Z,9/15/2019,19:03:45.256Z,2019,9,15,19,3,45.256,256,9/15/2019,7:03:45 PM,9/15/2019 19:03,1568574225,6.2,LINK,0.0084645,0.0001312,0.0523487,ETH,2019-09-15T19:03:45.256Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:45.579Z,9/15/2019,19:03:45.586Z,2019,9,15,19,3,45.586,586,9/15/2019,7:03:46 PM,9/15/2019 19:03,1568574226,0.0524799,ETH,188.64,0.024749521,9.875058815,USD,2019-09-15T19:03:45.586Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:45.927Z,9/15/2019,19:03:45.937Z,2019,9,15,19,3,45.937,937,9/15/2019,7:03:46 PM,9/15/2019 19:03,1568574226,6.2,LINK,1.6085,0.02493175,-9.99763175,USD,2019-09-15T19:03:45.937Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:46.324Z,9/15/2019,19:03:46.334Z,2019,9,15,19,3,46.334,334,9/15/2019,7:03:46 PM,9/15/2019 19:03,1568574226,6.2,LINK,0.0084646,0.000131201,0.052349319,ETH,2019-09-15T19:03:46.334Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:46.930Z,9/15/2019,19:03:46.938Z,2019,9,15,19,3,46.938,938,9/15/2019,7:03:47 PM,9/15/2019 19:03,1568574227,0.05248052,ETH,188.64,0.024749813,9.87517548,USD,2019-09-15T19:03:46.938Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:47.461Z,9/15/2019,19:03:47.468Z,2019,9,15,19,3,47.468,468,9/15/2019,7:03:47 PM,9/15/2019 19:03,1568574227,6.2,LINK,1.60846,0.02493113,-9.99738313,USD,2019-09-15T19:03:47.468Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:47.865Z,9/15/2019,19:03:47.871Z,2019,9,15,19,3,47.871,871,9/15/2019,7:03:48 PM,9/15/2019 19:03,1568574228,6.2,LINK,0.0084648,0.000131204,0.052350556,ETH,2019-09-15T19:03:47.871Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:48.143Z,9/15/2019,19:03:48.151Z,2019,9,15,19,3,48.151,151,9/15/2019,7:03:48 PM,9/15/2019 19:03,1568574228,0.05248176,ETH,188.64,0.024750398,9.875408808,USD,2019-09-15T19:03:48.151Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:48.366Z,9/15/2019,19:03:48.373Z,2019,9,15,19,3,48.373,373,9/15/2019,7:03:48 PM,9/15/2019 19:03,1568574228,6.2,LINK,1.60832,0.02492896,-9.99651296,USD,2019-09-15T19:03:48.373Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:48.636Z,9/15/2019,19:03:48.642Z,2019,9,15,19,3,48.642,642,9/15/2019,7:03:49 PM,9/15/2019 19:03,1568574229,6.2,LINK,0.0084649,0.000131206,0.052351174,ETH,2019-09-15T19:03:48.642Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:53.566Z,9/15/2019,19:03:53.575Z,2019,9,15,19,3,53.575,575,9/15/2019,7:03:54 PM,9/15/2019 19:03,1568574234,0.05248238,ETH,188.64,0.02475069,9.875525473,USD,2019-09-15T19:03:53.575Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:54.236Z,9/15/2019,19:03:54.243Z,2019,9,15,19,3,54.243,243,9/15/2019,7:03:54 PM,9/15/2019 19:03,1568574234,6.2,LINK,1.608,0.024924,-9.994524,USD,2019-09-15T19:03:54.243Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:54.571Z,9/15/2019,19:03:54.578Z,2019,9,15,19,3,54.578,578,9/15/2019,7:03:55 PM,9/15/2019 19:03,1568574235,6.2,LINK,0.00846518,0.00013121,0.052352906,ETH,2019-09-15T19:03:54.578Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:55.126Z,9/15/2019,19:03:55.132Z,2019,9,15,19,3,55.132,132,9/15/2019,7:03:55 PM,9/15/2019 19:03,1568574235,0.05248411,ETH,188.64,0.024751506,9.875851004,USD,2019-09-15T19:03:55.132Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:55.629Z,9/15/2019,19:03:55.634Z,2019,9,15,19,3,55.634,634,9/15/2019,7:03:56 PM,9/15/2019 19:03,1568574236,6.2,LINK,1.60796,0.02492338,-9.99427538,USD,2019-09-15T19:03:55.634Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:56.577Z,9/15/2019,19:03:56.584Z,2019,9,15,19,3,56.584,584,9/15/2019,7:03:57 PM,9/15/2019 19:03,1568574237,6.2,LINK,0.00846519,0.00013121,0.052352968,ETH,2019-09-15T19:03:56.584Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:57.699Z,9/15/2019,19:03:57.705Z,2019,9,15,19,3,57.705,705,9/15/2019,7:03:58 PM,9/15/2019 19:03,1568574238,0.05248417,ETH,188.64,0.024751535,9.875862294,USD,2019-09-15T19:03:57.705Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:03:58.133Z,9/15/2019,19:03:58.138Z,2019,9,15,19,3,58.138,138,9/15/2019,7:03:58 PM,9/15/2019 19:03,1568574238,6.2,LINK,1.60822,0.02492741,-9.99589141,USD,2019-09-15T19:03:58.138Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:03:58.752Z,9/15/2019,19:03:58.759Z,2019,9,15,19,3,58.759,759,9/15/2019,7:03:59 PM,9/15/2019 19:03,1568574239,6.2,LINK,0.0084653,0.000131212,0.052353648,ETH,2019-09-15T19:03:58.759Z,TRUE
default,,ETH-USD,SELL,2019-09-15T19:03:59.694Z,9/15/2019,19:03:59.704Z,2019,9,15,19,3,59.704,704,9/15/2019,7:04:00 PM,9/15/2019 19:04,1568574240,0.05248486,ETH,188.64,0.02475186,9.87599213,USD,2019-09-15T19:03:59.704Z,TRUE
default,,LINK-USD,BUY,2019-09-15T19:04:00.086Z,9/15/2019,19:04:00.093Z,2019,9,15,19,4,0.093,93,9/15/2019,7:04:00 PM,9/15/2019 19:04,1568574240,6.2,LINK,1.60788,0.02492214,-9.99377814,USD,2019-09-15T19:04:00.093Z,TRUE
default,,LINK-ETH,SELL,2019-09-15T19:04:00.528Z,9/15/2019,19:04:00.536Z,2019,9,15,19,4,0.536,536,9/15/2019,7:04:01 PM,9/15/2019 19:04,1568574241,6.2,LINK,0.00846531,0.000131212,0.05235371,ETH,2019-09-15T19:04:00.536Z,TRUE
